157,Manitowoc Company,6776 Eisenhower Kostner Av,Thornton,80297,Colorado,845 287 5962
80,Expedia,9449 Bishop Ford Stony Island Av,Salem,97339,Oregon,870 636 4147
28,Automatic Data Processingorporated,3932 Eisenhower Homan Av,St. Paul,55038,Minnesota,520 790 8134
995,Dover Corporation,9512 Baker,Fontana,92317,California,901 555 0211
921,Pultegroup,8455 117th,Oakland,94525,California,978 528 2320
274,Ecolab,2714 Kennedy Keeler Av,Lincoln,68044 ,Nebraska,620 845 5437
846,Cliffs Natural Resources,8802 Stevenson State St,Tallahassee,32334,Florida,657 916 2863
699,Halliburton Company,7184 Kerfoot,Omaha,68004 ,Nebraska,916 176 1173
55,Hanesbrands,1285 64th,Tampa,33863,Florida,515 327 1275
13,Bucyrus International,7646 State,Fremont,94547,California,352 837 1345
720,The Clorox Company,7844 Woodland Park,Indianapolis,46721,Indiana,415 155 8174
484,Dte Energy Company,2011 Trumbull,Corpus Christi,78112,Texas,903 606 0696
785,Allegheny Energy,9772 32nd,Salem,97383,Oregon,251 475 7843
810,Brown Shoe Company,2598 56th,Mesa,85794,Arizona,225 963 5620
341,Vishay Intertechnology,7273 Kreiter,Washington,20044,District Of Columbia,843 919 4496
247,Raymond James Financial,3362 Dickens,Riverside,92597 ,California,763 806 3462
34,Brinker International,6509 Malta,Memphis,38763,Tennessee,574 541 1961
725,John Wiley & Sons,3671 Canfield Av Jfk,Springfield,65712,Missouri,515 808 8881
763,Reader"s Digest Association,755 Avenue B,Omaha,68691 ,Nebraska,770 925 4257
885,The Dow Chemical Company,7935 Lsd 47th St,Henderson,89009,Nevada,205 518 1065
13,Cameron,2611 Elbridge,Gainesville,32664,Florida,312 572 4688
179,Google,6945 Myrick,Montgomery,36112 ,Alabama,773 746 5815
543,Huntington National Bank,1074 117th,Oxnard,93076,California,201 454 6885
411,Equifax,1795 Mendell,Birmingham,35008,Alabama,530 707 2972
420,Stater Bros Markets/stater Brothers Markets,4121 Newberry,Tallahassee,32364,Florida,786 347 9799
148,American Water,5167 Frontenac,Elizabeth,07273,New Jersey,606 330 9431
551,Stancorp Financial Group,525 Public,Detroit,48478,Michigan,720 453 4537
765,Laboratory Corporation Of America,8340 Morgan,Buffalo,14276,New York,719 573 2802
320,Vishay Intertechnology,1876 Montrose Harbor,Glendale,85007,Arizona,939 126 6515
201,Pall Corporation,394 Bishop Ford Expy,Oakland,94520,California,814 208 4294
982,Delphi Financial Group,5805 Evergreen,New Orleans,70122,Louisiana,413 646 0129
778,State Farm Insurance,3078 Bishop Ford I57,Stockton,95362 ,California,339 223 8797
45,Dyncorp International,3835 Calhoun,Lakewood,80230,Colorado,559 270 7818
317,Scansource,8060 Merrimac,Omaha,68023 ,Nebraska,941 914 7022
663,The Phoenix Companies,3582 Stone,Pittsburgh,15905,Pennsylvania,949 387 8738
762,W. R. Berkley Corporation,9065 Stephen A Douglas,Cary,27511,North Carolina,858 374 8739
621,Unified Grocers Insurance Services,5006 Eisenhower Racine Av,Albuquerque,87139,New Mexico,684 632 2771
125,Jefferies & Company,8032 Dauphin,Fort Wayne,46642 ,Indiana,951 412 4187
817,Simon Property Group,4692 Stevenson Expy,North Las Vegas,89636 ,Nevada,774 880 3960
857,Chs,5987 84th,North Las Vegas,89289 ,Nevada,385 328 6435
368,Southern Union Company,678 Fletcher,Lakewood,80205,Colorado,856 196 0954
147,Thermo Fisher Scientific,5489 Stevenson State St,Rochester,14666,New York,630 544 5134
942,Coventry Health Care,3054 Chicago Beach,Hollywood,33074,Florida,409 766 1795
707,Stanley Black & Decker,243 Illinois,Evansville,47779,Indiana,762 323 0749
467,The Great Atlantic & Pacific Tea Co.,2193 Lsd Montrose Av,Raleigh,27491 ,North Carolina,512 213 9206
765,Sungard,8226 Reilly,Glendale,85062,Arizona,308 951 6897
434,Chemtura Corp,1841 Stevenson Ib Lsd Sb,Overland Park,66210,Kansas,386 759 5954
141,Liberty Global,1262 Van Vlissingen,Jersey City,07690,New Jersey,424 339 4364
360,Lpl Financial,2359 Coulter,Naperville,60413,Illinois,657 629 6565
998,Greif,3893 Ridgewood,San Bernardino,92322,California,228 898 6460
73,Avery Dennison Corporation,1283 Harbor,Sterling Heights,48316,Michigan,619 136 0631
407,The Tjx Companies,3064 9th,Fremont,94578,California,985 460 2580
913,Republic Airways Holdings,2904 Mont Clare,San Diego,92386,California,573 245 8261
748,Supervalu,3225 Michigan,Fayetteville,72748,North Carolina,320 818 8899
358,Crown Castle International Corp,6042 Gole,Oakland,94015,California,269 437 4186
53,The New York Times Company,3642 Wabansia,Denver,80483,Colorado,712 508 7122
304,Mckesson Specialty Health,6710 16th,Tampa,33617,Florida,775 630 3254
999,Laboratory Corporation Of America,6194 Mccook,Sterling Heights,48314,Michigan,862 603 2738
110,Patriot Coal Corporation,4549 Kennedy Fullerton Av,Moreno Valley,92534,California,650 667 6036
852,Citrix Systems,7355 Keokuk,Chicago,60160,Illinois,734 498 5222
597,Plains All American Pipeline,4218 Nagle,Fayetteville,72736,North Carolina,708 237 3771
441,Key Bank,90 Edbrooke,Bellevue,98041,Washington,845 330 5891
584,Ch2m Hill,7260 Loron,Lubbock,79262,Texas,432 785 4468
159,Allergan,4332 Newgard,Yonkers,10774,New York,747 108 0813
909,Sonic Automotive,5281 Eisenhower Oakley Bl,Independence,64085,Missouri,682 802 9920
274,Textron,8148 Kennedy Randolph St,Murfreesboro,37181,Tennessee,423 124 0763
